19980,0,20,0
9863,10123,10,4
5245,14024,383,348
4968,9200,3018,2814
5014,5803,4080,5103
4614,4958,3681,6747
5273,4202,2589,7936
5293,4238,1696,8773
5307,4300,1123,9270
5299,4090,1082,9529
5360,3917,1130,9593
5167,3937,1284,9612
5260,3867,1228,9645
5459,3707,1201,9633
5532,3677,1175,9616
5644,3612,1145,9599
5674,3658,1112,9556
5860,3585,1023,9532
5842,3605,1038,9515
5876,3560,1068,9496
5899,3551,1086,9464
6001,3436,1089,9474
6097,3421,1033,9449
6192,3358,1002,9448
6230,3324,1032,9414
6303,3245,1058,9394
6381,3229,1022,9368
6372,3248,1021,9359
6451,3212,991,9346
6471,3200,1010,9319
6546,3168,987,9299
6574,3097,1010,9319
6682,3047,985,9286
6742,3024,973,9261
6837,3004,920,9239
6944,2911,904,9241
6969,2877,939,9215
6941,2954,916,9189
7036,2881,917,9166
7140,2776,931,9153
7112,2824,933,9131
7156,2834,916,9094
7298,2717,906,9079
7353,2714,839,9094
7363,2624,927,9086
7390,2684,860,9066
7440,2660,858,9042
7478,2585,895,9042
7558,2585,853,9004
7627,2526,848,8999
7668,2514,824,8994
7695,2543,789,8973
7740,2478,819,8963
7780,2416,835,8969
7721,2506,826,8947
7779,2468,811,8942
7871,2390,809,8930
7964,2341,794,8901
8042,2285,798,8875
8083,2305,770,8842
8175,2293,716,8816
8222,2232,774,8772
8181,2259,790,8770
8211,2248,772,8769
8278,2226,740,8756
8378,2142,713,8767
8389,2097,764,8750
8450,2089,717,8744
8507,2054,714,8725
8582,2014,687,8717
8597,2025,685,8693
8525,2082,718,8675
8557,2071,712,8660
8672,1990,703,8635
8726,1962,692,8620
8804,1884,673,8639
8744,1934,692,8630
8792,1929,701,8578
8795,1946,717,8542
8837,1928,691,8544
8923,1881,671,8525
8969,1838,666,8527
8970,1818,684,8528
9021,1804,662,8513
9110,1752,643,8495
9115,1771,636,8478
9202,1721,628,8449
9256,1727,621,8396
9274,1761,599,8366
9318,1741,608,8333
9303,1761,620,8316
9297,1774,612,8317
9366,1722,621,8291
9379,1707,609,8305
9419,1685,595,8301
9457,1659,599,8285
9502,1629,600,8269
9532,1588,594,8286
9619,1556,560,8265
9658,1528,563,8251
9657,1553,550,8240
9678,1550,547,8225
9704,1539,536,8221
9732,1529,543,8196
9756,1531,513,8200
9752,1526,538,8184
9850,1466,541,8143
9873,1471,516,8140
9900,1486,484,8130
9922,1462,512,8104
9934,1460,515,8091
9905,1470,539,8086
9935,1431,548,8086
9963,1422,521,8094
9997,1432,495,8076
10066,1397,477,8060
10068,1429,463,8040
10078,1427,464,8031
10067,1393,502,8038
10116,1346,526,8012
10134,1342,522,8002
10185,1325,508,7982
10240,1344,450,7966
10245,1334,462,7959
10264,1329,466,7941
10274,1331,471,7924
10314,1330,457,7899
10349,1295,463,7893
10402,1271,470,7857
10444,1257,492,7807
10491,1241,472,7796
10513,1259,435,7793
10506,1258,450,7786
10504,1269,463,7764
10507,1299,441,7753
10597,1214,461,7728
10638,1168,466,7728
10657,1178,442,7723
10713,1187,409,7691
10796,1138,398,7668
10799,1177,372,7652
10821,1174,392,7613
10852,1166,412,7570
10887,1158,420,7535
10903,1148,415,7534
10872,1185,416,7527
10880,1178,437,7505
10972,1096,424,7508
11031,1064,429,7476
10989,1130,419,7462
10998,1143,412,7447
11034,1091,430,7445
11029,1170,383,7418
11024,1150,407,7419
11093,1068,438,7401
11129,1045,430,7396
11134,1083,392,7391
11146,1093,375,7386
11198,1064,376,7362
11237,1026,387,7350
11249,1028,400,7323
11230,1071,396,7303
11258,1058,393,7291
11291,996,393,7320
11346,980,390,7284
11375,976,376,7273
11376,1011,371,7242
11441,970,364,7225
11443,960,381,7216
11434,1037,340,7189
11446,1026,351,7177
11490,986,357,7167
11464,1016,379,7141
11469,1028,348,7155
11495,998,381,7126
11500,1010,383,7107
11509,1014,397,7080
11607,949,369,7075
