19980,0,20,0
9926,10055,14,5
5332,13937,383,348
5103,9310,2909,2678
5132,5930,4090,4848
4649,5147,3734,6470
5241,4423,2711,7625
5444,4197,1778,8581
5508,4213,1199,9080
5323,4241,1111,9325
5405,4088,1083,9424
5247,3988,1289,9476
5379,3817,1298,9506
5497,3715,1289,9499
5653,3680,1180,9487
5773,3668,1089,9470
5809,3694,1070,9427
5981,3557,1052,9410
6033,3606,997,9364
6002,3622,1035,9341
6067,3560,1053,9320
6143,3475,1075,9307
6109,3506,1097,9288
6198,3398,1134,9270
6225,3407,1110,9258
6335,3349,1066,9250
6480,3292,1015,9213
6567,3202,997,9234
6590,3213,989,9208
6613,3197,981,9209
6637,3185,1014,9164
6704,3166,997,9133
6723,3160,980,9137
6813,3096,963,9128
6911,2982,978,9129
7019,2895,946,9140
7001,2890,996,9113
7136,2845,946,9073
7161,2869,937,9033
7291,2840,862,9007
7320,2812,873,8995
7350,2772,906,8972
7259,2845,943,8953
7291,2856,910,8943
7453,2704,917,8926
7550,2635,903,8912
7635,2606,848,8911
7642,2664,801,8893
7684,2586,838,8892
7781,2513,826,8880
7749,2547,855,8849
7796,2533,846,8825
7878,2479,824,8819
7949,2442,815,8794
7969,2406,795,8830
8000,2390,813,8797
8021,2380,812,8787
8032,2388,808,8772
8036,2395,824,8745
8186,2263,811,8740
8246,2267,772,8715
8328,2224,731,8717
8395,2186,738,8681
8411,2178,736,8675
8406,2167,767,8660
8503,2144,717,8636
8668,2093,654,8585
8653,2130,654,8563
8720,2087,665,8528
8691,2077,708,8524
8709,2063,733,8495
8777,2003,721,8499
8773,2030,693,8504
8810,2053,651,8486
8872,1950,712,8466
8923,1935,681,8461
8971,1901,683,8445
8933,1956,661,8450
8949,1941,660,8450
8960,1912,679,8449
9051,1881,662,8406
9049,1890,654,8407
9063,1868,678,8391
9132,1826,639,8403
9147,1833,635,8385
9166,1859,609,8366
9217,1815,624,8344
9295,1763,626,8316
9258,1799,625,8318
9323,1727,639,8311
9348,1726,644,8282
9426,1705,609,8260
9503,1660,603,8234
9569,1608,574,8249
9553,1667,548,8232
9542,1668,585,8205
9569,1670,577,8184
9587,1644,594,8175
9608,1637,588,8167
9699,1581,551,8169
9746,1529,580,8145
9762,1556,560,8122
9843,1506,556,8095
9817,1537,567,8079
9822,1566,554,8058
9908,1486,542,8064
9958,1473,536,8033
9981,1479,534,8006
9978,1466,557,7999
10056,1415,529,8000
10098,1370,547,7985
10119,1356,553,7972
10152,1363,544,7941
10205,1392,486,7917
10181,1414,505,7900
10176,1408,510,7906
10235,1393,496,7876
10251,1394,460,7895
10303,1360,477,7860
10329,1327,483,7861
10368,1290,515,7827
10429,1249,493,7829
10364,1350,492,7794
10415,1345,444,7796
10428,1343,474,7755
10459,1343,464,7734
10481,1336,466,7717
10505,1323,460,7712
10540,1303,460,7697
10627,1262,460,7651
10621,1284,488,7607
10634,1254,507,7605
10687,1262,500,7551
10707,1288,464,7541
10751,1239,487,7523
10783,1257,477,7483
10770,1312,442,7476
10827,1287,424,7462
10889,1188,455,7468
10935,1128,473,7464
10951,1144,444,7461
10993,1158,409,7440
10997,1146,420,7437
11041,1123,432,7404
11072,1112,433,7383
11115,1122,408,7355
11165,1105,407,7323
11126,1155,438,7281
11155,1157,417,7271
11148,1142,419,7291
11173,1142,401,7284
11148,1157,401,7294
11122,1164,412,7302
11156,1150,417,7277
11202,1134,399,7265
11203,1135,423,7239
11299,1066,410,7225
11319,1039,392,7250
11307,1063,393,7237
11311,1070,380,7239
11358,1046,370,7226
11357,1071,364,7208
11423,1006,359,7212
11416,1018,370,7196
11432,1033,361,7174
11439,1058,359,7144
11440,1035,384,7141
11463,1057,374,7106
