19980,0,20,0
9918,10063,15,4
5210,14060,379,351
4996,9238,3023,2743
5032,5831,4117,5020
4630,4956,3738,6676
5146,4324,2662,7868
5295,4237,1685,8783
5338,4219,1147,9296
5352,4050,1050,9548
5349,3911,1111,9629
5118,3981,1248,9653
5291,3807,1251,9651
5451,3654,1253,9642
5551,3660,1151,9638
5569,3676,1127,9628
5720,3571,1109,9600
5726,3633,1038,9603
5811,3604,1022,9563
5865,3572,1029,9534
5908,3456,1124,9512
5906,3478,1124,9492
5982,3472,1061,9485
6107,3355,1066,9472
6270,3273,1032,9425
6285,3281,1010,9424
6326,3258,1036,9380
6347,3224,1080,9349
6461,3217,1004,9318
6474,3214,992,9320
6480,3234,980,9306
6486,3167,1058,9289
6646,3064,1038,9252
6768,3030,967,9235
6820,2995,965,9220
6911,2951,935,9203
6983,2881,945,9191
6943,2939,931,9187
7052,2852,946,9150
7011,2864,962,9163
6999,2914,935,9152
7136,2801,908,9155
7318,2667,893,9122
7287,2718,889,9106
7318,2681,915,9086
7308,2739,869,9084
7478,2578,883,9061
7513,2555,886,9046
7463,2633,857,9047
7574,2537,865,9024
7686,2460,846,9008
7714,2479,784,9023
7756,2438,785,9021
7734,2449,815,9002
7766,2454,805,8975
7971,2320,784,8925
8014,2294,759,8933
7977,2333,762,8928
8048,2301,746,8905
7998,2332,781,8889
8037,2312,785,8866
8110,2260,788,8842
8191,2230,772,8807
8250,2166,806,8778
8283,2185,765,8767
8312,2190,742,8756
8368,2146,731,8755
8431,2096,738,8735
8490,2054,769,8687
8588,2023,712,8677
8530,2084,713,8673
8652,2025,689,8634
8748,1969,666,8617
8741,1989,656,8614
8747,1996,666,8591
8785,1929,713,8573
8804,1927,684,8585
8852,1910,647,8591
8790,1936,666,8608
8859,1851,697,8593
8952,1806,670,8572
8976,1835,637,8552
9055,1781,635,8529
9042,1805,626,8527
9094,1818,578,8510
9101,1802,607,8490
9124,1792,633,8451
9115,1793,646,8446
9164,1730,659,8447
9261,1689,626,8424
9297,1690,626,8387
9358,1662,610,8370
9369,1679,602,8350
9475,1620,607,8298
9523,1623,563,8291
9575,1593,561,8271
9588,1592,573,8247
9588,1615,593,8204
9541,1650,603,8206
9628,1561,608,8203
9643,1551,608,8198
9661,1562,551,8226
9662,1591,524,8223
9647,1591,541,8221
9709,1513,569,8209
9728,1480,575,8217
9768,1480,574,8178
9797,1474,545,8184
9838,1485,504,8173
9878,1431,541,8150
9924,1383,564,8129
10004,1367,555,8074
10058,1356,520,8066
10120,1363,506,8011
10090,1424,475,8011
10070,1422,512,7996
10145,1376,503,7976
10153,1339,529,7979
10206,1345,493,7956
10202,1352,495,7951
10266,1344,481,7909
10278,1352,465,7905
10314,1342,466,7878
10374,1302,465,7859
10383,1306,461,7850
10416,1290,474,7820
10400,1289,512,7799
10445,1280,486,7789
10460,1283,468,7789
10464,1289,472,7775
10527,1253,480,7740
10552,1216,500,7732
10567,1244,453,7736
10535,1295,445,7725
10618,1231,446,7705
10637,1199,459,7705
10658,1207,444,7691
10676,1209,431,7684
10695,1203,435,7667
10773,1138,468,7621
10813,1146,440,7601
10749,1219,421,7611
10750,1259,402,7589
10847,1148,400,7605
10835,1117,448,7600
10821,1159,412,7608
10874,1114,414,7598
10854,1118,421,7607
10903,1121,401,7575
10970,1076,420,7534
11064,1011,420,7505
11001,1084,406,7509
10968,1113,417,7502
11029,1100,402,7469
11023,1115,385,7477
11039,1063,424,7474
11082,1044,423,7451
11142,1038,379,7441
11162,1037,382,7419
11123,1093,370,7414
11139,1085,385,7391
11232,999,388,7381
11193,1016,405,7386
11236,968,409,7387
11279,919,421,7381
11319,935,383,7363
11368,936,357,7339
11420,938,354,7288
11451,941,353,7255
11476,964,345,7215
11484,959,342,7215
11518,935,351,7196
11478,966,380,7176
11473,1004,364,7159
11462,1014,389,7135
11513,994,374,7119
11568,963,373,7096
11614,945,378,7063
11616,977,361,7046
11678,932,352,7038
11706,908,350,7036
11766,891,330,7013
11788,882,337,6993
11779,885,338,6998
11788,923,320,6969
11785,913,342,6960
11840,878,355,6927
11868,867,348,6917
11892,898,311,6899
11940,869,294,6897
11938,869,308,6885
11940,854,315,6891
11983,807,338,6872
12016,806,305,6873
12027,841,298,6834
12008,846,328,6818
12086,821,319,6774
12082,832,318,6768
12093,851,297,6759
12082,844,315,6759
12111,839,323,6727
12151,806,329,6714
12163,804,333,6700
12181,846,299,6674
12200,819,303,6678
12204,808,308,6680
12235,804,309,6652
12262,790,329,6619
12284,812,292,6612
12300,791,298,6611
12265,816,305,6614
12228,844,307,6621
12267,790,311,6632
12307,763,299,6631
12345,745,288,6622
12347,746,288,6619
12371,768,273,6588
12404,765,262,6569
12434,752,267,6547
12444,725,287,6544
12413,761,286,6540
12438,755,283,6524
12452,750,287,6511
12434,795,281,6490
12435,811,290,6464
12476,769,281,6474
12546,724,291,6439
12543,728,301,6428
12562,752,291,6395
12637,702,278,6383
12642,711,283,6364
12650,716,290,6344
12666,743,271,6320
12684,728,283,6305
12740,676,279,6305
12801,646,266,6287
12794,696,241,6269
12785,728,259,6228
12786,744,266,6204
12828,731,282,6159
12863,727,280,6130
12872,758,267,6103
12919,733,270,6078
12927,703,303,6067
12954,676,287,6083
12976,681,288,6055
13031,668,273,6028
13039,682,266,6013
13035,686,263,6016
13026,688,259,6027
13038,670,273,6019
13069,653,271,6007
13059,698,255,5988
13061,697,249,5993
13088,645,263,6004
13081,658,278,5983
13109,660,263,5968
13111,656,276,5957
13082,702,257,5959
13095,674,249,5982
13102,652,255,5991
13052,679,272,5997
13049,678,263,6010
13053,647,261,6039
13077,606,269,6048
13055,648,248,6049
12992,699,249,6060
12995,683,253,6069
13033,628,270,6069
13006,636,287,6071
13037,624,238,6101
13037,611,249,6103
13029,632,238,6101
13002,627,257,6114
13013,616,245,6126
13008,614,230,6148
13036,579,235,6150
13022,572,257,6149
13067,570,234,6129
13079,555,236,6130
13054,559,221,6166
13010,574,229,6187
12996,594,217,6193
13015,567,230,6188
13027,563,236,6174
13021,574,239,6166
12990,604,239,6167
12991,584,223,6202
12999,573,208,6220
13007,569,208,6216
13007,559,215,6219
13017,531,221,6231
13022,548,215,6215
13015,576,186,6223
13033,572,187,6208
13068,527,209,6196
13058,548,198,6196
13095,543,187,6175
13130,509,193,6168
13140,540,178,6142
13143,528,209,6120
13123,547,217,6113
13131,550,220,6099
13178,518,212,6092
13174,535,203,6088
13239,528,168,6065
13221,523,172,6084
13237,520,179,6064
13194,541,207,6058
13187,532,209,6072
13220,517,216,6047
13226,531,196,6047
13249,516,196,6039
13228,527,187,6058
13215,547,187,6051
13228,528,188,6056
13242,501,205,6052
13262,473,219,6046
13271,492,203,6034
13290,478,197,6035
13269,501,186,6044
13231,543,164,6062
13213,558,161,6068
13219,536,178,6067
13250,484,198,6068
13244,478,221,6057
13305,477,190,6028
13347,447,178,6028
13342,462,170,6026
13316,487,164,6033
13283,518,161,6038
13284,512,169,6035
13266,514,187,6033
13299,505,174,6022
13323,482,187,6008
13346,453,201,6000
13330,490,179,6001
13340,492,191,5977
13345,505,190,5960
13358,485,205,5952
13351,485,198,5966
13377,482,177,5964
13393,474,181,5952
13386,470,182,5962
13392,460,193,5955
13396,464,190,5950
13405,466,175,5954
13429,449,183,5939
13463,429,165,5943
13438,440,177,5945
13454,457,158,5931
13469,442,161,5928
13494,433,158,5915
13493,441,181,5885
13482,465,175,5878
13518,459,163,5860
13575,414,172,5839
13597,434,167,5802
13585,442,187,5786
13547,484,186,5783
13564,466,194,5776
13602,440,190,5768
13626,439,178,5757
13653,435,173,5739
13627,443,168,5762
13622,441,179,5758
13634,420,187,5759
13643,424,165,5768
13655,415,176,5754
13672,427,159,5742
13665,434,163,5738
13669,439,170,5722
13702,395,194,5709
13720,402,176,5702
13714,424,169,5693
13711,430,157,5702
13726,414,170,5690
13730,419,179,5672
13723,439,186,5652
13766,427,164,5643
13761,420,178,5641
13787,426,168,5619
13790,415,175,5620
13815,414,165,5606
13791,449,163,5597
13817,414,170,5599
13810,417,169,5604
13781,450,173,5596
13807,432,175,5586
13817,419,174,5590
13821,423,163,5593
13843,407,163,5587
13865,396,152,5587
13848,414,155,5583
13858,419,144,5579
13856,424,146,5574
13875,398,161,5566
13903,396,148,5553
13910,388,161,5541
13949,376,153,5522
13954,382,149,5515
13949,397,147,5507
13943,394,174,5489
13974,408,144,5474
13977,396,154,5473
14005,398,159,5438
14023,377,159,5441
14041,385,156,5418
14022,422,143,5413
14023,409,153,5415
14022,410,152,5416
14013,411,166,5410
14046,407,153,5394
14058,382,166,5394
14091,374,141,5394
14090,375,150,5385
14099,367,145,5389
14110,392,129,5369
14112,403,125,5360
14137,372,138,5353
14125,358,163,5354
14119,373,152,5356
14129,391,141,5339
14160,369,147,5324
14165,385,148,5302
14197,365,133,5305
14189,370,133,5308
14211,350,135,5304
14217,346,146,5291
14201,401,135,5263
14200,404,139,5257
14216,376,142,5266
14232,363,153,5252
14219,375,155,5251
14228,371,149,5252
14222,374,153,5251
14237,376,140,5247
14253,361,144,5242
14284,341,141,5234
14309,337,133,5221
14327,344,129,5200
14374,318,122,5186
14370,334,128,5168
14375,360,125,5140
14368,376,144,5112
14381,379,143,5097
14395,370,158,5077
14392,391,139,5078
14396,388,143,5073
14443,363,126,5068
14450,342,149,5059
14459,330,158,5053
14498,314,146,5042
14488,330,155,5027
14488,341,145,5026
14516,348,132,5004
14521,347,116,5016
14550,339,122,4989
14543,337,125,4995
14546,348,136,4970
14578,324,154,4944
14559,356,142,4943
14555,366,136,4943
14563,362,147,4928
14557,352,149,4942
14549,365,142,4944
14546,377,121,4956
14562,361,128,4949
14567,336,145,4952
14564,343,147,4946
14572,362,134,4932
14558,389,128,4925
14559,363,154,4924
14603,329,160,4908
14629,318,154,4899
14652,324,121,4903
14657,331,123,4889
14663,350,114,4873
14681,332,122,4865
14678,324,126,4872
14658,370,118,4854
14631,376,119,4874
14666,319,141,4874
14662,321,147,4870
14686,322,144,4848
14720,319,122,4839
14740,319,116,4825
14744,328,117,4811
14755,323,128,4794
14729,344,123,4804
14761,345,121,4773
14774,344,131,4751
14781,339,138,4742
14810,313,153,4724
14822,328,130,4720
14817,339,121,4723
14847,321,114,4718
14866,286,118,4730
14887,290,115,4708
14881,313,109,4697
14871,332,107,4690
14896,315,125,4664
14883,338,119,4660
14862,368,111,4659
14899,334,113,4654
14901,331,130,4638
14883,357,132,4628
14900,346,135,4619
14925,330,122,4623
14976,289,131,4604
14971,312,130,4587
14967,323,132,4578
14998,316,127,4559
14985,320,125,4570
14994,332,114,4560
15027,318,120,4535
15035,300,129,4536
15038,334,126,4502
15024,369,133,4474
15042,348,151,4459
15059,332,149,4460
15094,312,133,4461
15099,315,135,4451
15100,319,127,4454
15097,311,140,4452
15096,324,127,4453
15082,347,112,4459
15129,316,114,4441
15139,296,115,4450
15144,297,107,4452
15128,298,122,4452
15109,323,120,4448
15115,331,104,4450
15107,316,116,4461
15109,312,127,4452
15117,319,122,4442
15141,319,122,4418
15144,312,120,4424
15132,318,118,4432
15139,327,112,4422
15159,313,119,4409
15149,315,115,4421
15142,328,115,4415
15150,304,131,4415
15152,306,121,4421
15160,312,119,4409
15142,333,123,4402
15163,307,127,4403
15166,300,117,4417
15173,294,124,4409
15178,297,128,4397
15193,291,134,4382
15171,319,124,4386
15204,307,108,4381
15203,301,121,4375
15241,291,94,4374
15256,261,122,4361
15264,262,120,4354
15251,273,113,4363
15236,296,102,4366
15235,279,104,4382
15196,300,111,4393
15206,305,114,4375
15203,316,125,4356
15223,289,131,4357
15205,305,130,4360
15210,300,127,4363
15239,292,113,4356
15235,287,124,4354
15250,281,114,4355
15257,284,116,4343
15258,286,119,4337
15266,285,117,4332
15269,279,110,4342
15260,300,114,4326
15284,278,112,4326
15280,281,107,4332
15270,280,113,4337
15295,297,96,4312
15303,284,107,4306
15292,299,107,4302
15308,278,106,4308
15300,287,111,4302
15296,295,120,4289
15294,304,102,4300
15296,299,106,4299
15299,286,117,4298
15296,269,121,4314
15305,269,118,4308
15312,268,122,4298
15318,269,115,4298
15306,270,113,4311
15318,272,91,4319
15308,273,88,4331
15298,277,92,4333
15295,271,101,4333
15268,290,101,4341
15279,266,118,4337
15284,271,110,4335
15299,248,110,4343
15317,237,101,4345
15319,255,101,4325
15338,241,93,4328
15327,263,99,4311
15311,284,101,4304
15318,273,98,4311
15300,298,83,4319
15275,307,97,4321
15306,282,105,4307
15327,262,104,4307
15356,241,108,4295
15354,259,98,4289
15355,267,92,4286
15346,258,97,4299
15367,251,98,4284
15368,250,104,4278
15366,254,115,4265
15376,253,110,4261
15387,249,97,4267
15416,245,83,4256
15412,256,86,4246
15415,248,92,4245
15384,261,87,4268
15394,253,82,4271
15397,262,80,4261
15383,282,88,4247
15353,293,105,4249
15356,279,107,4258
15354,264,118,4264
15364,254,115,4267
15369,261,107,4263
15344,285,114,4257
15352,263,115,4270
15367,257,98,4278
15352,280,96,4272
15336,286,96,4282
15351,279,102,4268
15317,293,111,4279
15328,278,104,4290
15321,273,99,4307
15336,260,96,4308
15329,265,102,4304
15321,268,104,4307
15309,267,118,4306
15320,253,115,4312
15327,264,95,4314
15342,263,92,4303
15356,251,94,4299
15364,241,100,4295
15354,245,99,4302
15356,243,101,4300
15357,242,102,4299
15359,241,102,4298
15373,252,83,4292
15367,253,87,4293
15384,241,97,4278
15378,248,107,4267
15395,233,114,4258
15399,217,113,4271
15395,232,100,4273
15379,265,83,4273
15371,253,101,4275
15362,247,105,4286
15377,236,109,4278
15395,232,111,4262
15369,268,99,4264
15388,254,97,4261
15422,220,99,4259
15419,223,96,4262
15415,250,80,4255
15407,237,103,4253
15409,252,100,4239
15431,245,89,4235
15422,246,101,4231
15417,230,104,4249
15396,260,107,4237
15437,251,85,4227
15456,229,97,4218
15443,235,96,4226
15469,226,87,4218
15474,239,89,4198
15513,217,91,4179
15530,221,90,4159
15532,224,87,4157
15544,230,90,4136
15543,237,86,4134
15550,243,88,4119
15575,239,79,4107
15547,259,77,4117
15542,270,92,4096
